chunks,samples,memory_usage,fit_time,predict_time,r_squared
32,8000,35531.480469,122.365,33.413,0.967
32,8000,34490.652344,111.510,33.019,0.952
48,8000,29733.273438,114.072,33.070,0.970
48,8000,27847.878906,111.202,32.327,0.933
64,8000,24210.644531,109.789,32.676,0.853
64,8000,25497.960938,115.080,31.065,0.944
72,8000,25148.351562,110.254,30.546,0.914
72,8000,26132.851562,106.332,32.166,0.782
